snapshot_date,sku,category,location_id,day_key,week_key,month_key,qty_sold,promo_flag,price,qty_on_hand,qty_in_transit,qty_reserved,supplier_key,lead_time_days,moq_units,reorder_cycle_days,days_of_supply,reorder_point
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/15/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/16/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/17/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/18/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/19/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/20/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/21/2022,,,74,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/22/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/23/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/24/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/25/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/26/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/27/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/28/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/29/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/30/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,3/31/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/1/2022,,,74,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/2/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/3/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/4/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/5/2022,,,74,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/6/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/7/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/8/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/9/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/10/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/11/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/12/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/13/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/14/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/15/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/16/2022,,,66,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/17/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/18/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/19/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/20/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/21/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/22/2022,,,66,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/23/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/24/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/25/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/26/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/27/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/28/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/29/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,4/30/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/1/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/2/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/3/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/4/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/5/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/6/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/7/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/8/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/9/2022,,,64,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/10/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/11/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/12/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/13/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/14/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/15/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/16/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/17/2022,,,66,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/18/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/19/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/20/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/21/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/22/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/23/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/24/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/25/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/26/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/27/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/28/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/29/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/30/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,5/31/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/1/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/2/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/3/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/4/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/5/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/6/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/7/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/8/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/9/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/10/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/11/2022,,,74,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/12/2022,,,74,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/13/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/14/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/15/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/16/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/17/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/18/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/19/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/20/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/21/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/22/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/23/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/24/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/25/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/26/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/27/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/28/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/29/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,6/30/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/1/2022,,,65,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/2/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/3/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/4/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/5/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/6/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/7/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/8/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/9/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/10/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/11/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/12/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/13/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/14/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/15/2022,,,67,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/16/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/17/2022,,,75,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/18/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/19/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/20/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/21/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/22/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/23/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/24/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/25/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/26/2022,,,74,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/27/2022,,,75,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/28/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/29/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/30/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,7/31/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/1/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/2/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/3/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/4/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/5/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/6/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/7/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/8/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/9/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/10/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/11/2022,,,77,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/12/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/13/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/14/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/15/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/16/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/17/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/18/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/19/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/20/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/21/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/22/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/23/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/24/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/25/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/26/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/27/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/28/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/29/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/30/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,8/31/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/1/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/2/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/3/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/4/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/5/2022,,,73,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/6/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/7/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/8/2022,,,72,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/9/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/10/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/11/2022,,,75,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/12/2022,,,70,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/13/2022,,,68,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/14/2022,,,71,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/15/2022,,,74,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/16/2022,,,69,,,,,,,,,,,
7/29/2025,LEVEL-FLAT-1001,Consumable Goods,1,9/17/2022,,,70,,,,,,,,,,,
